ID,Message,SPAM,Spam,text_norm,text_tokenized,text_lemmatized,Message_len,punct%
997822,"SÃO GONÇALO PEDE SOCORRO CONTRA A VIOLÊNCIA!
SÃO GONÇALO PEDE SOCORRO CONTRA A VIOLÊNCIA!
SÃO GONÇALO PEDE SOCORRO CONTRA A VIOLÊNCIA!",False,0,sao goncalo pede socorro contra violencia sao goncalo pede socorro contra violencia sao goncalo pede socorro contra violencia,"['sao', 'goncalo', 'pede', 'socorro', 'contra', 'violencia', 'sao', 'goncalo', 'pede', 'socorro', 'contra', 'violencia', 'sao', 'goncalo', 'pede', 'socorro', 'contra', 'violencia']","['sao', 'goncalo', 'pede', 'socorro', 'contra', 'violencia', 'sao', 'goncalo', 'pede', 'socorro', 'contra', 'violencia', 'sao', 'goncalo', 'pede', 'socorro', 'contra', 'violencia']",116,2.6
321887,"Eu nao sei mais aonde esse pais vai parar
A entrevista do ministro ex tesoureiro da campanha dilma praticamente falando ou intimidando a imprensa dizendo que democratizar a verba da comunicacao 
Sera que estava mandando um recado para globo que se continuasse a publicar a verdade perderiam verbas de anuncios 
Sera pra esconder toda sujeira vao comprar os meios de comunicacao
Que desespero em qualquer lugar do mundo o partido envolvido nesses escandalos ja teria saido do poder",True,1,sei aonde pais parar entrevista ministro tesoureiro campanha dilma praticamente falando intimidando imprensa dizendo democratizar verba comunicacao sera mandando recado globo continuasse publicar verdade perderiam verbas anuncios sera esconder toda sujeira vao comprar meios comunicacao que desespero qualquer lugar mundo partido envolvido nesses escandalos saido poder,"['sei', 'aonde', 'pais', 'parar', 'entrevista', 'ministro', 'tesoureiro', 'campanha', 'dilma', 'praticamente', 'falando', 'intimidando', 'imprensa', 'dizendo', 'democratizar', 'verba', 'comunicacao', 'sera', 'mandando', 'recado', 'globo', 'continuasse', 'publicar', 'verdade', 'perderiam', 'verbas', 'anuncios', 'sera', 'esconder', 'toda', 'sujeira', 'vao', 'comprar', 'meios', 'comunicacao', 'que', 'desespero', 'qualquer', 'lugar', 'mundo', 'partido', 'envolvido', 'nesses', 'escandalos', 'saido', 'poder']","['sei', 'aonde', 'pais', 'parar', 'entrevista', 'ministro', 'tesoureiro', 'campanha', 'dilma', 'praticamente', 'falando', 'intimidando', 'imprensa', 'dizendo', 'democratizar', 'verba', 'comunicacao', 'serum', 'mandando', 'recado', 'globo', 'continuasse', 'publicar', 'verdade', 'perderiam', 'verbas', 'anuncios', 'serum', 'esconder', 'toda', 'sujeira', 'vao', 'comprar', 'meios', 'comunicacao', 'que', 'desespero', 'qualquer', 'lugar', 'mundo', 'partido', 'envolvido', 'ness', 'escandalos', 'saido', 'poder']",405,0.0
606886,Manifestação de alunos e professores da UERJ na Rua pinheiro machado em laranjeiras.,False,0,manifestacao alunos professores uerj rua pinheiro machado laranjeiras,"['manifestacao', 'alunos', 'professores', 'uerj', 'rua', 'pinheiro', 'machado', 'laranjeiras']","['manifestacao', 'alunos', 'professores', 'uerj', 'rua', 'pinheiro', 'machado', 'laranjeiras']",72,1.4000000000000001
375883,Essa apreençao foi em Itaguai logo após o tiroteio,False,0,essa apreencao itaguai logo apos tiroteio,"['essa', 'apreencao', 'itaguai', 'logo', 'apos', 'tiroteio']","['essa', 'apreencao', 'itaguai', 'logo', 'apos', 'tiroteio']",42,0.0
752650,"😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹
Me ligaram o crlh
😹😹😹😹
😹😹😹😹",True,1, ligaram crlh  ,"['', 'ligaram', 'crlh', '']","['', 'ligaram', 'crlh', '']",81,0.0
843496,"Olá. 
Vim te pedir uma ajuda. Por favor nao ignore minha mensagem... Leia até o final. 

Há um mês atrás ocorreu um assalto na porta da escola do meu filho, levaram o carro do tio de uma amiguinha da turma dele.
Hoje bandidos armados deram tiros na porta da escola no momento da saída dos alunos.
Meu pedido:
Que você perca uns minutinhos do seu dua me ajudando e ajudando essas crianças! 
Como?!
Simples... peço que ligue para o disque-denuncia 2253-1177
Informe o ocorrido...e peça policiamento... o bairro está abandonado...mas não podemos desistir!!!

Vamos lutar pela segurança das nossas crianças! !!

A ligação não é cara... É um número fixo... por favor...me ajudem!!!

Escola Pirralho
Rua Fernandes Leão - Vaz Lobo

Obrigada pela atenção 

Lucimara",False,0,ola vim pedir ajuda por favor ignore mensagem leia final mes atras ocorreu assalto porta escola filho levaram carro tio amiguinha turma hoje bandidos armados deram tiros porta escola momento saida alunos meu pedido que perca uns minutinhos dua ajudando ajudando criancas como simples peco ligue disquedenuncia 22531177 informe ocorridoe peca policiamento bairro abandonadomas podemos desistir vamos lutar seguranca criancas ligacao cara numero fixo favorme ajudem escola pirralho rua fernandes leao vaz lobo obrigada atencao lucimara,"['ola', 'vim', 'pedir', 'ajuda', 'por', 'favor', 'ignore', 'mensagem', 'leia', 'final', 'mes', 'atras', 'ocorreu', 'assalto', 'porta', 'escola', 'filho', 'levaram', 'carro', 'tio', 'amiguinha', 'turma', 'hoje', 'bandidos', 'armados', 'deram', 'tiros', 'porta', 'escola', 'momento', 'saida', 'alunos', 'meu', 'pedido', 'que', 'perca', 'uns', 'minutinhos', 'dua', 'ajudando', 'ajudando', 'criancas', 'como', 'simples', 'peco', 'ligue', 'disquedenuncia', '22531177', 'informe', 'ocorridoe', 'peca', 'policiamento', 'bairro', 'abandonadomas', 'podemos', 'desistir', 'vamos', 'lutar', 'seguranca', 'criancas', 'ligacao', 'cara', 'numero', 'fixo', 'favorme', 'ajudem', 'escola', 'pirralho', 'rua', 'fernandes', 'leao', 'vaz', 'lobo', 'obrigada', 'atencao', 'lucimara']","['ola', 'vim', 'pedir', 'ajuda', 'por', 'favor', 'ignore', 'mensagem', 'leia', 'final', 'me', 'atras', 'ocorreu', 'assalto', 'porta', 'escola', 'filho', 'levaram', 'carro', 'tio', 'amiguinha', 'turma', 'hoje', 'bandidos', 'armados', 'deram', 'tiro', 'porta', 'escola', 'momento', 'saida', 'alunos', 'meu', 'pedido', 'que', 'perca', 'un', 'minutinhos', 'dua', 'ajudando', 'ajudando', 'criancas', 'como', 'simple', 'peco', 'ligue', 'disquedenuncia', '22531177', 'informe', 'ocorridoe', 'peca', 'policiamento', 'bairro', 'abandonadomas', 'podemos', 'desistir', 'vamos', 'lutar', 'seguranca', 'criancas', 'ligacao', 'cara', 'numero', 'fixo', 'favorme', 'ajudem', 'escola', 'pirralho', 'rua', 'fernandes', 'leao', 'vaz', 'lobo', 'obrigada', 'atencao', 'lucimara']",643,7.199999999999999
635690,Heiste video patecer com vc junho😂😂😂,True,1,heiste video patecer junho,"['heiste', 'video', 'patecer', 'junho']","['heiste', 'video', 'patecer', 'junho']",31,0.0
793271,"Para d se maluco
Ta dano vaco no ar
Kkkkkkkkk para d iventar lxao
Comesso os cao da.madrugada
Um pio q oboutro
Kkkkkkkkkk aq o tempp e regulado
So chove cono nessessario
Kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk
Ta desenrolano com.catarinense e mineira
Kkkj
Kkkkkkkkkkkkkk
Falei
[1h20 19&#x2F;06&#x2F;2015] Davi: Ta desenrolano com.catarinense e mineira
[1h21 19&#x2F;06&#x2F;2015] Rennan Tricollo: Duvido kkkk
[1h21 19&#x2F;06&#x2F;2015] Rennan Tricollo: As 2 mora em minas
So chato nas previsao do tufa
Disirola.uma pro ruan
Kkkkkkk
Tu ahsa q eu n sei
Tao d panela kkkkkk
Qro ver sair d novas
Trava no novas ou no q ta faseno kkj
Crl mane
Chuvinha nojentq
Amanha eu os sigo jovis
Kkkkkkkkkkkkkkk
Eubri disso
Cristiano granulaldo
Kkkkjkkkkkkjkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk
Crl
Eu me divirto mane
Co as foto dele
Eu choro
Pprt
Hj eu fui v as foto
Fiquei rino sozin
Pqp
Vo dormi.mane
Sp grtao
N poso pernoitar
Ta ne col temporada ?
Seu cu
Tu e o primero a dormi daq
Sao qnts temporada ?
Qro v ir os 20
Tu e o primero lx
Se eu fo tu termina ca milena ?
Ala disfarssso
Ama tanto q n apslosta
Sao contas teporads d nartural trakina ?
disfarssa vc mau disfarssaa 🎶
Meu pau
Tu ta q nem viadp com isso
Para d da antivacp no ar
Saidae
Caozerao",True,1,para maluco dano vaco kkkkkkkkk iventar lxao comesso cao damadrugada pio oboutro kkkkkkkkkk tempp regulado chove cono nessessario kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk desenrolano comcatarinense mineira kkkj kkkkkkkkkkkkkk falei 1h20 x2f06 x2f2015 davi desenrolano comcatarinense mineira 1h21 x2f06 x2f2015 rennan tricollo duvido kkkk 1h21 x2f06 x2f2015 rennan tricollo mora minas chato previsao tufa disirolauma pro ruan kkkkkkk ahsa sei tao panela kkkkkk qro ver sair novas trava novas faseno kkj crl mane chuvinha nojentq amanha sigo jovis kkkkkkkkkkkkkkk eubri disso cristiano granulaldo kkkkjkkkkkkjkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk crl divirto mane foto choro pprt foto fiquei rino sozin pqp dormimane grtao poso pernoitar col temporada seu primero dormi daq sao qnts temporada qro primero termina milena ala disfarssso ama tanto apslosta sao contas teporads nartural trakina disfarssa mau disfarssaa meu pau viadp para antivacp saidae caozerao,"['para', 'maluco', 'dano', 'vaco', 'kkkkkkkkk', 'iventar', 'lxao', 'comesso', 'cao', 'damadrugada', 'pio', 'oboutro', 'kkkkkkkkkk', 'tempp', 'regulado', 'chove', 'cono', 'nessessario', 'kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk', 'desenrolano', 'comcatarinense', 'mineira', 'kkkj', 'kkkkkkkkkkkkkk', 'falei', '1h20', 'x2f06', 'x2f2015', 'davi', 'desenrolano', 'comcatarinense', 'mineira', '1h21', 'x2f06', 'x2f2015', 'rennan', 'tricollo', 'duvido', 'kkkk', '1h21', 'x2f06', 'x2f2015', 'rennan', 'tricollo', 'mora', 'minas', 'chato', 'previsao', 'tufa', 'disirolauma', 'pro', 'ruan', 'kkkkkkk', 'ahsa', 'sei', 'tao', 'panela', 'kkkkkk', 'qro', 'ver', 'sair', 'novas', 'trava', 'novas', 'faseno', 'kkj', 'crl', 'mane', 'chuvinha', 'nojentq', 'amanha', 'sigo', 'jovis', 'kkkkkkkkkkkkkkk', 'eubri', 'disso', 'cristiano', 'granulaldo', 'kkkkjkkkkkkjkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk', 'crl', 'divirto', 'mane', 'foto', 'choro', 'pprt', 'foto', 'fiquei', 'rino', 'sozin', 'pqp', 'dormimane', 'grtao', 'poso', 'pernoitar', 'col', 'temporada', 'seu', 'primero', 'dormi', 'daq', 'sao', 'qnts', 'temporada', 'qro', 'primero', 'termina', 'milena', 'ala', 'disfarssso', 'ama', 'tanto', 'apslosta', 'sao', 'contas', 'teporads', 'nartural', 'trakina', 'disfarssa', 'mau', 'disfarssaa', 'meu', 'pau', 'viadp', 'para', 'antivacp', 'saidae', 'caozerao']","['para', 'maluco', 'dano', 'vaco', 'kkkkkkkkk', 'iventar', 'lxao', 'comesso', 'cao', 'damadrugada', 'pio', 'oboutro', 'kkkkkkkkkk', 'tempp', 'regulado', 'chove', 'cono', 'nessessario', 'kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk', 'desenrolano', 'comcatarinense', 'mineira', 'kkkj', 'kkkkkkkkkkkkkk', 'falei', '1h20', 'x2f06', 'x2f2015', 'davi', 'desenrolano', 'comcatarinense', 'mineira', '1h21', 'x2f06', 'x2f2015', 'rennan', 'tricollo', 'duvido', 'kkkk', '1h21', 'x2f06', 'x2f2015', 'rennan', 'tricollo', 'mora', 'mina', 'chato', 'previsao', 'tufa', 'disirolauma', 'pro', 'ruan', 'kkkkkkk', 'ahsa', 'sei', 'tao', 'panela', 'kkkkkk', 'qro', 'ver', 'sair', 'nova', 'trava', 'nova', 'faseno', 'kkj', 'crl', 'mane', 'chuvinha', 'nojentq', 'amanha', 'sigo', 'jovis', 'kkkkkkkkkkkkkkk', 'eubri', 'disso', 'cristiano', 'granulaldo', 'kkkkjkkkkkkjkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk', 'crl', 'divirto', 'mane', 'foto', 'choro', 'pprt', 'foto', 'fiquei', 'rino', 'sozin', 'pqp', 'dormimane', 'grtao', 'poso', 'pernoitar', 'col', 'temporada', 'seu', 'primero', 'dormi', 'daq', 'sao', 'qnts', 'temporada', 'qro', 'primero', 'termina', 'milena', 'ala', 'disfarssso', 'ama', 'tanto', 'apslosta', 'sao', 'contas', 'teporads', 'nartural', 'trakina', 'disfarssa', 'mau', 'disfarssaa', 'meu', 'pau', 'viadp', 'para', 'antivacp', 'saidae', 'caozerao']",1081,3.3000000000000003
945779,".
Manhã de sexta-feira no RJ.",False,0,manha sextafeira,"['manha', 'sextafeira']","['manha', 'sextafeira']",25,12.0
604600,Hoje o Rapaz da Previsão do Tempo disse de hoje até Domingo iria estar com Sol e a Temperatura iria subir gradativamente tá chovendo agora 17:50 hs pq? Agora cobre dele Kkkkkkkk,True,1,hoje rapaz previsao tempo disse hoje domingo iria sol temperatura iria subir gradativamente chovendo agora 1750 agora cobre kkkkkkkk,"['hoje', 'rapaz', 'previsao', 'tempo', 'disse', 'hoje', 'domingo', 'iria', 'sol', 'temperatura', 'iria', 'subir', 'gradativamente', 'chovendo', 'agora', '1750', 'agora', 'cobre', 'kkkkkkkk']","['hoje', 'rapaz', 'previsao', 'tempo', 'disse', 'hoje', 'domingo', 'iria', 'sol', 'temperatura', 'iria', 'subir', 'gradativamente', 'chovendo', 'agora', '1750', 'agora', 'cobre', 'kkkkkkkk']",146,1.4000000000000001
688583,"Td e com vcs??
Q carinha de surpresa é essa?? Kkkkk
É resolvi falar alguma coisa.. o grupo ta meio morto kkkk",True,1,vcs carinha surpresa kkkkk resolvi falar alguma coisa grupo meio morto kkkk,"['vcs', 'carinha', 'surpresa', 'kkkkk', 'resolvi', 'falar', 'alguma', 'coisa', 'grupo', 'meio', 'morto', 'kkkk']","['vcs', 'carinha', 'surpresa', 'kkkkk', 'resolvi', 'falar', 'alguma', 'coisa', 'grupo', 'meio', 'morto', 'kkkk']",90,6.7
680843,"A Saaaaapaaaa tá no meio?
🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸👮👮👮👮👮👮👮👮👮👮👮👮👮👮",True,1,saaaaapaaaa meio ,"['saaaaapaaaa', 'meio', '']","['saaaaapaaaa', 'meio', '']",50,2.0
342908,"São Gonçalo, isso aqui não existe, sinais não sicronizados, a guarda municipal sumiu, ônibus um forno.
Se ferra explicando atraso. Quase uma hora e não andamos 10km.
Trabalhador que
Condições do trânsito no Paraíso, P. Velho, Vila lage e Neves. UMA BOSTA. Alternativa: FICA EM CASA.",False,0,sao goncalo aqui existe sinais sicronizados guarda municipal sumiu onibus forno ferra explicando atraso quase hora andamos 10km trabalhador condicoes transito paraiso velho vila lage neves uma bosta alternativa fica casa,"['sao', 'goncalo', 'aqui', 'existe', 'sinais', 'sicronizados', 'guarda', 'municipal', 'sumiu', 'onibus', 'forno', 'ferra', 'explicando', 'atraso', 'quase', 'hora', 'andamos', '10km', 'trabalhador', 'condicoes', 'transito', 'paraiso', 'velho', 'vila', 'lage', 'neves', 'uma', 'bosta', 'alternativa', 'fica', 'casa']","['sao', 'goncalo', 'aqui', 'existe', 'sinai', 'sicronizados', 'guarda', 'municipal', 'sumiu', 'onibus', 'forno', 'ferra', 'explicando', 'atraso', 'quase', 'hora', 'andamos', '10km', 'trabalhador', 'condicoes', 'transito', 'paraiso', 'velho', 'vila', 'lage', 'neve', 'uma', 'bosta', 'alternativa', 'fica', 'casa']",240,5.800000000000001
263128,"Cheguei
Já saiu",True,1,cheguei saiu,"['cheguei', 'saiu']","['cheguei', 'saiu']",14,0.0
914158,Boa tarde rose Boa tarde miih,True,1,boa tarde rose boa tarde miih,"['boa', 'tarde', 'rose', 'boa', 'tarde', 'miih']","['boa', 'tarde', 'rose', 'boa', 'tarde', 'miih']",24,0.0
308282,Rua Celso de Melo em Bangu não pode chover que fica  alagada isso acontece a mais de 30 anos.,False,0,rua celso melo bangu pode chover fica alagada acontece anos,"['rua', 'celso', 'melo', 'bangu', 'pode', 'chover', 'fica', 'alagada', 'acontece', 'anos']","['rua', 'celso', 'melo', 'bangu', 'pode', 'chover', 'fica', 'alagada', 'acontece', 'ano']",74,1.4000000000000001
530857,Olá boa tarde... Gostaria de denunciar a falta de clinicas para realizar fisioterapia aqui em Niterói .. Elas estão fechando por falta de pagamento dos funcionários ! Minha mãe foi transferida de uma clinica que funcionava na amaral peixoto n° 55 para Icaraí q também está fechando ! Os funcionários estão vendendo guarda chuva dentro da clínica para ganhar algum dinheiro para manter a clínica aberta !,True,1,ola boa tarde gostaria denunciar falta clinicas realizar fisioterapia aqui niteroi elas fechando falta pagamento funcionarios minha mae transferida clinica funcionava amaral peixoto icarai fechando funcionarios vendendo guarda chuva dentro clinica ganhar algum dinheiro manter clinica aberta,"['ola', 'boa', 'tarde', 'gostaria', 'denunciar', 'falta', 'clinicas', 'realizar', 'fisioterapia', 'aqui', 'niteroi', 'elas', 'fechando', 'falta', 'pagamento', 'funcionarios', 'minha', 'mae', 'transferida', 'clinica', 'funcionava', 'amaral', 'peixoto', 'icarai', 'fechando', 'funcionarios', 'vendendo', 'guarda', 'chuva', 'dentro', 'clinica', 'ganhar', 'algum', 'dinheiro', 'manter', 'clinica', 'aberta']","['ola', 'boa', 'tarde', 'gostaria', 'denunciar', 'falta', 'clinicas', 'realizar', 'fisioterapia', 'aqui', 'niteroi', 'ela', 'fechando', 'falta', 'pagamento', 'funcionarios', 'minha', 'mae', 'transferida', 'clinica', 'funcionava', 'amaral', 'peixoto', 'icarai', 'fechando', 'funcionarios', 'vendendo', 'guarda', 'chuva', 'dentro', 'clinica', 'ganhar', 'algum', 'dinheiro', 'manter', 'clinica', 'aberta']",337,2.4
797582,"Alguém tem sangue AB negativo ou conhece alguém? É urgente!
Uma crianca esta na policlínica precisando de sangue e no hemocentro não tem. Ela está correndo risco de morte... O nome dela é Elisa Mirela Guedes de Lima. É só chegar no hemocentro e doar no nome dela. Se quiserem repassar p outro grupo, ajudem galera um dia podemos precisar d ajuda tbm ...podem enviar.
Repassando
Ajudem a repassar por favor. 996618051 é o tel da pessoa",True,1,alguem sangue negativo conhece alguem urgente uma crianca policlinica precisando sangue hemocentro ela correndo risco morte nome elisa mirela guedes lima chegar hemocentro doar nome quiserem repassar outro grupo ajudem galera dia podemos precisar ajuda tbm podem enviar repassando ajudem repassar favor 996618051 tel pessoa,"['alguem', 'sangue', 'negativo', 'conhece', 'alguem', 'urgente', 'uma', 'crianca', 'policlinica', 'precisando', 'sangue', 'hemocentro', 'ela', 'correndo', 'risco', 'morte', 'nome', 'elisa', 'mirela', 'guedes', 'lima', 'chegar', 'hemocentro', 'doar', 'nome', 'quiserem', 'repassar', 'outro', 'grupo', 'ajudem', 'galera', 'dia', 'podemos', 'precisar', 'ajuda', 'tbm', 'podem', 'enviar', 'repassando', 'ajudem', 'repassar', 'favor', '996618051', 'tel', 'pessoa']","['alguem', 'sangue', 'negativo', 'conhece', 'alguem', 'urgente', 'uma', 'crianca', 'policlinica', 'precisando', 'sangue', 'hemocentro', 'ela', 'correndo', 'risco', 'morte', 'nome', 'elisa', 'mirela', 'guedes', 'lima', 'chegar', 'hemocentro', 'doar', 'nome', 'quiserem', 'repassar', 'outro', 'grupo', 'ajudem', 'galera', 'dia', 'podemos', 'precisar', 'ajuda', 'tbm', 'podem', 'enviar', 'repassando', 'ajudem', 'repassar', 'favor', '996618051', 'tel', 'pessoa']",361,3.9
737059,"Bom dia
Estou tentando enviar um video de uma mae q precisa de ajuda
Ela precisa de uma reportagem .. precisa divulgar sua historia
Sera q vcs podem ajuda-la?
So consegui tirar um print
O face dela e Pricila Dú stark
Eu não há conheço.. uma amiga compartilhou o video dela e eu me comovi
São todos seres humanos .. devemos ajudar uns aos outros.. e essa foi a forma q eu pude ajudar .. espero vcs tbm poderem ajuda-la
Obrigada .. bom dia",False,0,bom dia estou tentando enviar video mae precisa ajuda ela precisa reportagem precisa divulgar historia sera vcs podem ajudala consegui tirar print face pricila stark conheco amiga compartilhou video comovi sao todos seres humanos devemos ajudar uns outros forma pude ajudar espero vcs tbm poderem ajudala obrigada dia,"['bom', 'dia', 'estou', 'tentando', 'enviar', 'video', 'mae', 'precisa', 'ajuda', 'ela', 'precisa', 'reportagem', 'precisa', 'divulgar', 'historia', 'sera', 'vcs', 'podem', 'ajudala', 'consegui', 'tirar', 'print', 'face', 'pricila', 'stark', 'conheco', 'amiga', 'compartilhou', 'video', 'comovi', 'sao', 'todos', 'seres', 'humanos', 'devemos', 'ajudar', 'uns', 'outros', 'forma', 'pude', 'ajudar', 'espero', 'vcs', 'tbm', 'poderem', 'ajudala', 'obrigada', 'dia']","['bom', 'dia', 'estou', 'tentando', 'enviar', 'video', 'mae', 'precisa', 'ajuda', 'ela', 'precisa', 'reportagem', 'precisa', 'divulgar', 'historia', 'serum', 'vcs', 'podem', 'ajudala', 'consegui', 'tirar', 'print', 'face', 'pricila', 'stark', 'conheco', 'amiga', 'compartilhou', 'video', 'comovi', 'sao', 'todos', 'seres', 'humanos', 'devemos', 'ajudar', 'un', 'outros', 'forma', 'pude', 'ajudar', 'espero', 'vcs', 'tbm', 'poderem', 'ajudala', 'obrigada', 'dia']",362,4.1000000000000005
665731,"Foi sim, porém perdi 3 pontos mais foi por causa da chuva tava muito ruim :&#x2F;
Se eu perdesse mais algum tava reprovado",False,0,foi sim porem perdi pontos causa chuva tava ruim x2f perdesse algum tava reprovado,"['foi', 'sim', 'porem', 'perdi', 'pontos', 'causa', 'chuva', 'tava', 'ruim', 'x2f', 'perdesse', 'algum', 'tava', 'reprovado']","['foi', 'sim', 'porem', 'perdi', 'pontos', 'causa', 'chuva', 'tava', 'ruim', 'x2f', 'perdesse', 'algum', 'tava', 'reprovado']",101,5.0
515057,Panelaço no bairro do Grajaú - Rj,False,0,panelaco bairro grajau,"['panelaco', 'bairro', 'grajau']","['panelaco', 'bairro', 'grajau']",27,3.6999999999999997
1017748,"Vamos sair desse &quot;Oi&quot; aew
Vamos sair desse &quot;Oi&quot; aew
Como estao todos genten?
Como estao todos genten?",True,1,vamos sair desse quotoi quot aew vamos sair desse quotoi quot aew como estao todos genten como estao todos genten,"['vamos', 'sair', 'desse', 'quotoi', 'quot', 'aew', 'vamos', 'sair', 'desse', 'quotoi', 'quot', 'aew', 'como', 'estao', 'todos', 'genten', 'como', 'estao', 'todos', 'genten']","['vamos', 'sair', 'desse', 'quotoi', 'quot', 'aew', 'vamos', 'sair', 'desse', 'quotoi', 'quot', 'aew', 'como', 'estao', 'todos', 'genten', 'como', 'estao', 'todos', 'genten']",107,9.3
548105,"Assista a &quot;Criança cantando música da frozen.&quot; no YouTube - Criança cantando música da frozen.: https:&#x2F;&#x2F;youtu.be&#x2F;UBJEkiWLnvQ
Este é só para lembrar, que nem sempre, o jornal traz  notícias ruins, maldades e crimes contra crianças!!!",True,1,assista quotcrianca cantando musica frozen quot youtube crianca cantando musica frozen https x2f x2fyoutube x2fubjekiwlnvq este lembrar sempre jornal traz noticias ruins maldades crimes contra criancas,"['assista', 'quotcrianca', 'cantando', 'musica', 'frozen', 'quot', 'youtube', 'crianca', 'cantando', 'musica', 'frozen', 'https', 'x2f', 'x2fyoutube', 'x2fubjekiwlnvq', 'este', 'lembrar', 'sempre', 'jornal', 'traz', 'noticias', 'ruins', 'maldades', 'crimes', 'contra', 'criancas']","['assista', 'quotcrianca', 'cantando', 'musica', 'frozen', 'quot', 'youtube', 'crianca', 'cantando', 'musica', 'frozen', 'http', 'x2f', 'x2fyoutube', 'x2fubjekiwlnvq', 'este', 'lembrar', 'sempre', 'jornal', 'traz', 'noticias', 'ruin', 'maldades', 'crime', 'contra', 'criancas']",224,11.200000000000001
737345,Mulher &quot;estaciona&quot; o carro em plena Av. Brasil para ir à Lotérica.,False,0,mulher quotestaciona quot carro plena brasil loterica,"['mulher', 'quotestaciona', 'quot', 'carro', 'plena', 'brasil', 'loterica']","['mulher', 'quotestaciona', 'quot', 'carro', 'plenum', 'brasil', 'loterica']",65,9.2
454056,"Ah vou dormir
Não me aguento mais 😞",True,1,vou dormir nao aguento,"['vou', 'dormir', 'nao', 'aguento']","['vou', 'dormir', 'nao', 'aguento']",29,0.0
966439,"Sonha q ta comendo buceta e acorda com pau melado
Oloco
Linguiça toscano
Alguem afim d aperta um baseado
Oi
Luci
Termina minha md10
Quero sair bronze 5 m
N*
Blz
Perdi 5 ganhei 2
&#x27;-",True,1,sonha comendo buceta acorda pau melado oloco linguica toscano alguem afim aperta baseado luci termina md10 quero sair bronze blz perdi ganhei x27,"['sonha', 'comendo', 'buceta', 'acorda', 'pau', 'melado', 'oloco', 'linguica', 'toscano', 'alguem', 'afim', 'aperta', 'baseado', 'luci', 'termina', 'md10', 'quero', 'sair', 'bronze', 'blz', 'perdi', 'ganhei', 'x27']","['sonha', 'comendo', 'buceta', 'acorda', 'pau', 'melado', 'oloco', 'linguica', 'toscano', 'alguem', 'afim', 'aperta', 'baseado', 'luci', 'termina', 'md10', 'quero', 'sair', 'bronze', 'blz', 'perdi', 'ganhei', 'x27']",161,3.1
537768,Oie gente segunda vcs estao de volta,True,1,oie gente segunda vcs estao volta,"['oie', 'gente', 'segunda', 'vcs', 'estao', 'volta']","['oie', 'gente', 'segunda', 'vcs', 'estao', 'volta']",30,0.0
381800,"Recebi a informação de um amigo que trabalha na Petrobras, que a referida empresa, está sem pagar a empresa Oi, desde 2013, somando aproximadamente R$8.000.000,00. Devido a este atraso, a empresa estava sem internet e ontem teria uma reunião para resolver isso. Peço gentileza de manterem o sigilo de meu nome. Mas gostaria que vcs investigassem a informação. Pelo que eu soube houve desvio da parte de um funcionário",True,1,recebi informacao amigo trabalha petrobras referida empresa pagar empresa desde 2013 somando aproximadamente 800000000 devido atraso empresa internet ontem reuniao resolver peco gentileza manterem sigilo nome mas gostaria vcs investigassem informacao pelo soube desvio parte funcionario,"['recebi', 'informacao', 'amigo', 'trabalha', 'petrobras', 'referida', 'empresa', 'pagar', 'empresa', 'desde', '2013', 'somando', 'aproximadamente', '800000000', 'devido', 'atraso', 'empresa', 'internet', 'ontem', 'reuniao', 'resolver', 'peco', 'gentileza', 'manterem', 'sigilo', 'nome', 'mas', 'gostaria', 'vcs', 'investigassem', 'informacao', 'pelo', 'soube', 'desvio', 'parte', 'funcionario']","['recebi', 'informacao', 'amigo', 'trabalha', 'petrobras', 'referida', 'empresa', 'pagar', 'empresa', 'desde', '2013', 'somando', 'aproximadamente', '800000000', 'devido', 'atraso', 'empresa', 'internet', 'ontem', 'reuniao', 'resolver', 'peco', 'gentileza', 'manterem', 'sigilo', 'nome', 'ma', 'gostaria', 'vcs', 'investigassem', 'informacao', 'pelo', 'soube', 'desvio', 'parte', 'funcionario']",349,3.6999999999999997
1033741,Feliz dia do amigo,True,1,feliz dia amigo,"['feliz', 'dia', 'amigo']","['feliz', 'dia', 'amigo']",15,0.0
